ATP,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Norman M.,Pozzi G.,11,82,6.0,4.0,6.0,3.0,6.0,4.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Philippoussis M.,Sluiter R.,19,166,6.0,1.0,2.0,6.0,7.0,6.0,6.0,1.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Rochus C.,Ullyett K.,120,182,6.0,4.0,6.0,4.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Sampras P.,Tillstrom M.,3,79,6.0,3.0,7.0,6.0,6.0,1.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Squillari F.,Woodforde M.,48,126,6.0,4.0,7.0,6.0,3.0,6.0,6.0,4.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Vicente F.,Martin T.,55,9,6.0,4.0,2.0,6.0,3.0,6.0,6.0,3.0,7.0,5.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Vinciguerra A.,Paes L.,99,137,7.0,6.0,6.0,4.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Voinea A.,Portas A.,95,91,6.0,2.0,6.0,1.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Woodruff C.,Sekulov J.,56,133,6.0,3.0,6.0,2.0,6.0,2.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Zabaleta M.,Woodbridge T.,33,204,7.0,6.0,4.0,6.0,6.0,1.0,6.0,4.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Zabaleta M.,1,33,6.0,4.0,6.0,4.0,6.0,2.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Arazi H.,Vicente F.,41,55,6.0,3.0,6.0,3.0,6.0,2.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Federer R.,54,62,6.0,1.0,6.0,4.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Dosedel S.,Squillari F.,64,48,7.0,5.0,6.0,2.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,El Aynaoui Y.,Ferrero J.C.,29,40,7.0,6.0,4.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Escude N.,Vinciguerra A.,34,99,6.0,4.0,6.0,4.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Ferreira W.,Clavet F.,53,39,6.0,3.0,6.0,4.0,3.0,6.0,6.0,3.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Henman T.,Grosjean S.,13,26,6.0,1.0,6.0,4.0,4.0,6.0,7.0,6.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Voinea A.,17,95,6.0,2.0,7.0,5.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Kafelnikov Y.,Koubek S.,2,43,6.0,3.0,6.0,3.0,6.0,4.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Alami K.,4,35,6.0,3.0,6.0,4.0,6.0,2.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Norman M.,Bjorkman J.,11,76,6.0,4.0,6.0,4.0,7.0,6.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Philippoussis M.,Ilie A.,19,46,6.0,4.0,7.0,6.0,6.0,1.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Rochus C.,Mirnyi M.,120,67,3.0,6.0,6.0,4.0,6.0,3.0,7.0,6.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Black W.,3,151,6.0,7.0,3.0,6.0,6.0,3.0,7.0,5.0,6.0,3.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Woodruff C.,Fromberg R.,56,80,6.0,1.0,6.0,4.0,7.0,6.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Philippoussis M.,1,19,6.0,4.0,7.0,6.0,5.0,7.0,6.0,3.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,4th Round,5,Arazi H.,Escude N.,41,34,6.0,4.0,6.0,3.0,7.0,6.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,4th Round,5,El Aynaoui Y.,Clement A.,29,54,3.0,6.0,6.0,3.0,6.0,4.0,3.0,6.0,10.0,8.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,4th Round,5,Kafelnikov Y.,Rochus C.,2,120,6.0,1.0,6.0,3.0,7.0,5.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,4th Round,5,Kiefer N.,Ferreira W.,4,53,6.0,3.0,6.0,4.0,6.0,2.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,4th Round,5,Norman M.,Hewitt L.,11,17,6.0,3.0,6.0,1.0,7.0,6.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,4th Round,5,Sampras P.,Dosedel S.,3,64,6.0,1.0,6.0,2.0,3.0,6.0,6.0,1.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,4th Round,5,Woodruff C.,Henman T.,56,13,7.0,5.0,1.0,6.0,6.0,4.0,3.0,6.0,7.0,5.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Arazi H.,1,41,6.0,4.0,6.0,4.0,6.0,2.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,Quarterfinals,5,Kafelnikov Y.,El Aynaoui Y.,2,29,6.0,0.0,6.0,3.0,7.0,6.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,Quarterfinals,5,Norman M.,Kiefer N.,11,4,3.0,6.0,6.0,3.0,6.0,1.0,7.0,6.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sampras P.,Woodruff C.,3,56,7.0,5.0,6.0,3.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Sampras P.,1,3,6.0,4.0,3.0,6.0,6.0,7.0,7.0,6.0,6.0,1.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,Semifinals,5,Kafelnikov Y.,Norman M.,2,11,6.0,1.0,6.0,2.0,6.0,4.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Australian Open,17/01/2000,Grand Slam,Outdoor,Hard,The Final,5,Agassi A.,Kafelnikov Y.,1,2,3.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Agassi A.,Dupuis A.,1,116,7.0,6.0,6.0,3.0,6.0,4.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Agenor R.,Srichaphan P.,91,92,6.0,2.0,6.0,4.0,3.0,6.0,7.0,6.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Arazi H.,Woodruff C.,28,41,6.0,3.0,6.0,4.0,7.0,6.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Balcells J.,Bruguera S.,122,198,6.0,3.0,5.0,7.0,6.0,2.0,1.0,6.0,6.0,0.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Browne F.,Marin J.A.,123,71,7.0,5.0,6.0,3.0,6.0,7.0,6.0,1.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Calleri A.,Mantilla F.,102,63,6.0,2.0,6.0,3.0,6.0,4.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Chang M.,Voinea A.,33,90,6.0,1.0,6.0,2.0,2.0,6.0,6.0,3.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Charpentier M.,Alami K.,230,30,6.0,7.0,6.0,4.0,6.0,3.0,1.0,6.0,6.0,3.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Chela J.I.,Martin T.,56,22,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Clavet F.,Canas G.,49,117,6.0,2.0,6.0,0.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Clement A.,Escude N.,59,23,7.0,6.0,6.0,4.0,6.0,0.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Coria G.,Llodra M.,295,176,6.0,3.0,6.0,7.0,6.0,4.0,6.0,4.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Corretja A.,Martin A.,10,73,6.0,3.0,6.0,4.0,6.0,4.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Costa A.,Ivanisevic G.,18,67,6.0,3.0,6.0,3.0,6.0,0.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Dosedel S.,Rusedski G.,55,17,6.0,3.0,7.0,6.0,7.0,6.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,El Aynaoui Y.,Lisnard J.,15,148,3.0,6.0,2.0,6.0,6.0,4.0,6.0,3.0,6.0,1.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Enqvist T.,Rochus C.,7,89,6.0,2.0,6.0,0.0,6.0,0.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Eschauer W.,Saulnier C.,209,126,3.0,6.0,6.0,2.0,6.0,2.0,6.0,2.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Federer R.,Arthurs W.,54,106,7.0,6.0,6.0,3.0,1.0,6.0,6.0,3.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Ferreira W.,Schuettler R.,48,77,7.0,6.0,4.0,6.0,6.0,3.0,6.0,2.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Ferrero J.C.,Golmard J.,16,79,6.0,4.0,6.0,3.0,6.0,2.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Gambill J.M.,Kiefer N.,69,8,6.0,3.0,7.0,5.0,6.0,1.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Gaudenzi A.,van Lottum J.,74,114,6.0,3.0,3.0,6.0,7.0,6.0,6.0,0.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Gaudio G.,di Pasquale A.,47,51,6.0,2.0,6.0,3.0,6.0,2.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Goldstein P.,Sa A.,80,86,6.0,1.0,6.0,1.0,7.0,6.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Grosjean S.,Fromberg R.,34,61,6.0,4.0,6.0,2.0,1.0,6.0,6.0,1.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Gumy H.,Moya C.,93,35,7.0,6.0,6.0,2.0,4.0,6.0,3.0,6.0,6.0,3.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Haas T.,Rios M.,21,19,6.0,3.0,6.0,2.0,0,0,0,0,0,0,2,0.0,Retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Hantschk M.,Prinosil D.,94,127,6.0,2.0,6.0,7.0,7.0,6.0,6.0,4.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Henman T.,Spadea V.,13,50,7.0,5.0,7.0,5.0,6.0,4.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Hewitt L.,Tarango J.,9,58,7.0,6.0,7.0,6.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Hipfl M.,Mahut N.,105,644,6.0,4.0,7.0,5.0,6.0,4.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Hrbaty D.,Bjorkman J.,14,82,6.0,3.0,6.0,2.0,6.0,1.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Ilie A.,Raoux G.,38,283,6.0,3.0,4.0,6.0,6.0,0.0,7.0,5.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Johansson T.,Ruud C.,62,87,7.0,6.0,6.0,3.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Kafelnikov Y.,Ljubicic I.,4,85,6.0,4.0,6.0,4.0,3.0,6.0,3.0,6.0,6.0,4.0,3,2.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Koubek S.,Blanco G.,32,68,6.0,3.0,1.0,6.0,7.0,6.0,6.0,2.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Krajicek R.,Zib T.,36,100,6.0,3.0,6.0,1.0,6.0,2.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Kratochvil M.,Gimelstob J.,120,99,6.0,4.0,6.0,7.0,6.0,3.0,6.0,1.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Kucera K.,Serrano O.,40,219,6.0,1.0,6.0,2.0,6.0,1.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Kuerten G.,Vinciguerra A.,5,53,6.0,0.0,6.0,0.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Lapentti N.,Boutter J.,11,95,6.0,4.0,6.0,2.0,6.0,0.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Massu N.,Diaz J.,75,130,6.0,4.0,6.0,3.0,6.0,3.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Medvedev A.,Tillstrom M.,20,65,1.0,6.0,7.0,6.0,7.0,6.0,6.0,2.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Meligeni F.,Prodon E.,42,487,2.0,6.0,6.0,4.0,6.0,3.0,7.0,5.0,0,0,3,1.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Norman M.,Guardiola T.,3,119,6.0,4.0,6.0,4.0,6.0,0.0,0,0,0,0,3,0.0,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
